,Book Name,Author Name,Publisher,Publish Date,Purchase Info,Page Numbers,Cover Type,Paper Type,Rate,Rating Count,Review Count,Fav Count,To-Read List Count,Price,Discount
657,Gargantis,Thomas Taylor,TİMAŞ GENÇ,02/09/2022,Bu üründen 3997 adet satın alınmıştır,368.0,Karton Kapak,,5.0,90.0,49.0,1118,149.0,113.8,Kazanacağınız Puan: 98
658,"Bütün Şiirleri (Ciltli, İplik Dikişli)",Orhan Veli Kanık,KAPRA YAYINCILIK,26/07/2022,Bu üründen 3563 adet satın alınmıştır,250.0,Ciltli,,5.0,73.0,35.0,2572,105.0,29.9,Kazanacağınız Puan: 40
659,Ona Kadar Say / Saklambaç,Işıl Işık,SİA KİTAP,03/10/2023,Bu üründen 400 adet satın alınmıştır,320.0,Karton Kapak,,5.0,5.0,1.0,174,32.0,97.1,Kazanacağınız Puan: 196
660,Yüzyıllık Yalnızlık (Ciltsiz),Gabriel Garcia Marquez,CAN YAYINLARI,24/09/2019,Bu üründen 70431 adet satın alınmıştır,464.0,Karton Kapak,,4.0,5967.0,2452.0,43721,,123.52,Kazanacağınız Puan: 88
661,Kırmızı Saçlı Kadın,Orhan Pamuk,YAPI KREDİ YAYINLARI,02/09/2019,Bu üründen 43969 adet satın alınmıştır,204.0,Karton Kapak,,4.0,4712.0,2122.0,16733,,60.9,Kazanacağınız Puan: 46
662,İnsan Neyle Yaşar?,Lev N. Tolstoy,KARBON KİTAPLAR,18/07/2016,Bu üründen 16522 adet satın alınmıştır,48.0,Karton Kapak,,5.0,1223.0,593.0,3390,426.0,13.0,Kazanacağınız Puan: 26
663,Edgar Allan Poe Seti (3 Kitap),Edgar Allan Poe,KARBON KİTAPLAR,12/11/2018,Bu üründen 2847 adet satın alınmıştır,189.0,Karton Kapak,,4.0,86.0,44.0,1060,71.0,63.75,Kazanacağınız Puan: 46
664,İnsan Nedir? (Cep Boy) (Tam Metin),Mark Twain,KARBON KİTAPLAR,19/07/2019,Bu üründen 15469 adet satın alınmıştır,137.0,Karton Kapak,,5.0,425.0,196.0,2862,324.0,8.9,Kazanacağınız Puan: 8
665,Gelirken Ekmek Al,Şermin Yaşar,DOĞAN KİTAP,19/10/2019,Bu üründen 16091 adet satın alınmıştır,196.0,Karton Kapak,,5.0,820.0,459.0,5210,399.0,73.9,Kazanacağınız Puan: 98
666,Kitaplar ve Sigaralar,George Orwell,KAPRA YAYINCILIK,06/01/2021,Bu üründen 6497 adet satın alınmıştır,111.0,Karton Kapak,,5.0,199.0,91.0,3138,267.0,13.33,Kazanacağınız Puan: 14
667,Toprak Ana,Cengiz Aytmatov,KETEBE YAYINEVİ,02/06/2021,Bu üründen 7566 adet satın alınmıştır,148.0,Karton Kapak,,5.0,164.0,83.0,2700,193.0,40.8,Kazanacağınız Puan: 22
668,Bavula Sığmayan,Nermin Yıldırım,HEP KİTAP,08/12/2022,Bu üründen 3090 adet satın alınmıştır,232.0,Karton Kapak,,4.0,63.0,42.0,1706,114.0,60.72,Kazanacağınız Puan: 100
669,"Pal Sokağı Çocukları (Ciltli, İplik Dikişli)",Ferenc Molnar,KAPRA YAYINCILIK,12/01/2023,Bu üründen 2852 adet satın alınmıştır,200.0,Ciltli,,5.0,41.0,25.0,1847,94.0,29.9,Kazanacağınız Puan: 44
670,Toprak Ana,Cengiz Aytmatov,ÖTÜKEN NEŞRİYAT,11/01/2023,Bu üründen 45678 adet satın alınmıştır,136.0,Karton Kapak,,5.0,4411.0,2165.0,12305,,45.24,Kazanacağınız Puan: 30
671,Pia Mater,Serkan Karaismailoğlu,ELMA YAYINEVİ,28/05/2019,Bu üründen 32796 adet satın alınmıştır,424.0,Karton Kapak,,5.0,1851.0,1113.0,12284,970.0,109.63,Kazanacağınız Puan: 128
672,Kızıl Elma,Ziya Gökalp,KAPRA YAYINCILIK,03/03/2021,Bu üründen 3466 adet satın alınmıştır,166.0,Karton Kapak,,5.0,54.0,21.0,1288,92.0,12.9,Kazanacağınız Puan: 14
673,Orta Zekalılar Cenneti,Zülfü Livaneli,İNKILAP KİTABEVİ,09/03/2021,Bu üründen 992 adet satın alınmıştır,264.0,Karton Kapak,,5.0,12.0,7.0,1014,44.0,83.94,Kazanacağınız Puan: 84
674,İlk Öğretmenim,Cengiz Aytmatov,KETEBE YAYINEVİ,02/06/2021,Bu üründen 4086 adet satın alınmıştır,76.0,Karton Kapak,,5.0,138.0,71.0,1292,123.0,36.3,Kazanacağınız Puan: 18
675,Ayaşlı ile Kiracıları,Memduh Şevket Esendal,KAPRA YAYINCILIK,12/01/2023,Bu üründen 1332 adet satın alınmıştır,248.0,Karton Kapak,,5.0,36.0,24.0,502,44.0,14.9,Kazanacağınız Puan: 20
676,Doğunun Limanları,Amin Maalouf,YAPI KREDİ YAYINLARI,04/12/2019,Bu üründen 43268 adet satın alınmıştır,183.0,Karton Kapak,,5.0,3125.0,1704.0,18527,,84.16,Kazanacağınız Puan: 48
677,Erbain  Kırk Yılın Şiirleri,İsmet Özel,TİYO YAYINLARI,01/06/2013,Bu üründen 14666 adet satın alınmıştır,240.0,Karton Kapak,,5.0,1100.0,489.0,5660,492.0,98.0,Kazanacağınız Puan: 120
678,Lavinia - Aşk Şiirleri,Özdemir Asaf,YAPI KREDİ YAYINLARI,09/08/2023,Bu üründen 13648 adet satın alınmıştır,80.0,Karton Kapak,,5.0,983.0,420.0,4863,396.0,33.0,Kazanacağınız Puan: 22
679,Duygularım / Oynuyorum ve Kendimi Tanıyorum,"Isabelle Filliozat,  

 Virginie Limousin",DOMİNGO ÇOCUK,04/08/2020,Bu üründen 6278 adet satın alınmıştır,112.0,Karton Kapak,,5.0,216.0,126.0,1808,117.0,99.0,Kazanacağınız Puan: 102
680,İçimizdeki Şeytan,Sabahattin Ali,KAPRA YAYINCILIK,13/01/2021,Bu üründen 6246 adet satın alınmıştır,303.0,Karton Kapak,,5.0,99.0,49.0,1604,127.0,14.87,Kazanacağınız Puan: 20
681,Babalar ve Oğullar,Ivan Sergeyeviç Turgenyev,KAPRA YAYINCILIK,05/04/2021,Bu üründen 4024 adet satın alınmıştır,256.0,Karton Kapak,,5.0,85.0,37.0,1641,117.0,14.9,Kazanacağınız Puan: 20
682,Suç ve Ceza (2 Cilt),Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,16/04/2021,Bu üründen 7187 adet satın alınmıştır,636.0,Karton Kapak,,5.0,101.0,61.0,2442,212.0,44.4,Kazanacağınız Puan: 40
683,Duygusuz,Celia Aaron,PUKKA YAYINLARI,26/10/2023,Bu üründen 126 adet satın alınmıştır,352.0,Karton Kapak,,,,,123,5.0,116.19,Kazanacağınız Puan: 232
684,Ortadan Kaybolan Fil,Haruki Murakami,DOĞAN KİTAP,30/11/2023,Bu üründen 26 adet satın alınmıştır,360.0,Karton Kapak,,4.0,1.0,,63,5.0,162.75,Kazanacağınız Puan: 326
685,Huzur,Ahmet Hamdi Tanpınar,DERGAH YAYINLARI,01/09/2013,Bu üründen 34614 adet satın alınmıştır,419.0,Karton Kapak,,5.0,2333.0,1070.0,22122,,194.1,Kazanacağınız Puan: 98
686,Mülksüzler,Ursula K. Le Guin,METİS YAYINLARI,31/05/2021,Bu üründen 21816 adet satın alınmıştır,344.0,Karton Kapak,,5.0,1391.0,640.0,15740,,137.62,Kazanacağınız Puan: 128
687,1984,George Orwell,CAN YAYINLARI,25/04/2019,Bu üründen 190345 adet satın alınmıştır,352.0,Karton Kapak,,5.0,18643.0,8171.0,57451,,52.5,Kazanacağınız Puan: 68
688,Kinyas ve Kayra,Hakan Günday,DOĞAN KİTAP,27/04/2022,Bu üründen 16807 adet satın alınmıştır,531.0,Karton Kapak,,4.0,1315.0,699.0,13388,,185.26,Kazanacağınız Puan: 178
689,Ağrıdağı Efsanesi,Yaşar Kemal,YAPI KREDİ YAYINLARI,07/06/2019,Bu üründen 23546 adet satın alınmıştır,120.0,Karton Kapak,,5.0,1911.0,977.0,8597,803.0,54.45,Kazanacağınız Puan: 36
690,Ene  Sus Ey Nefsim!,Fatih Duman,NESİL YAYINLARI,02/08/2022,Bu üründen 17496 adet satın alınmıştır,256.0,Karton Kapak,,5.0,1157.0,694.0,4211,423.0,91.0,Kazanacağınız Puan: 92
691,Sabahtan Akşama,Jon Fosse,MONOKL YAYINLARI,02/12/2016,Bu üründen 925 adet satın alınmıştır,104.0,Karton Kapak,,4.0,43.0,19.0,346,26.0,57.6,Kazanacağınız Puan: 28
692,Liste,Patricia Forde,TİMAŞ GENÇ,26/03/2022,Bu üründen 8639 adet satın alınmıştır,368.0,Karton Kapak,,5.0,310.0,138.0,2150,241.0,112.6,Kazanacağınız Puan: 98
693,Seyir,Piraye,MONA KİTAP,27/01/2023,Bu üründen 5976 adet satın alınmıştır,408.0,Karton Kapak,,4.0,127.0,96.0,4882,392.0,140.4,Kazanacağınız Puan: 118
694,Vahşetin Çağrısı,Jack London,KAPRA YAYINCILIK,28/11/2020,Bu üründen 3835 adet satın alınmıştır,104.0,Karton Kapak,,5.0,116.0,58.0,1206,120.0,9.9,Kazanacağınız Puan: 14
695,Küçük Kara Balık,Samed Behrengi,KAPRA YAYINCILIK,21/12/2020,Bu üründen 8709 adet satın alınmıştır,56.0,Karton Kapak,,5.0,87.0,48.0,1188,77.0,19.04,Kazanacağınız Puan: 14
696,Kuyucaklı Yusuf,Sabahattin Ali,KAPRA YAYINCILIK,13/01/2021,Bu üründen 5244 adet satın alınmıştır,248.0,Karton Kapak,,5.0,85.0,46.0,1056,82.0,16.88,Kazanacağınız Puan: 20
697,Dava,Franz Kafka,KAPRA YAYINCILIK,21/04/2021,Bu üründen 1894 adet satın alınmıştır,232.0,Karton Kapak,,4.0,31.0,10.0,675,46.0,14.9,Kazanacağınız Puan: 20
698,Leyla’nın Evi,Zülfü Livaneli,İNKILAP KİTABEVİ,23/06/2021,Bu üründen 1984 adet satın alınmıştır,232.0,Karton Kapak,,5.0,43.0,31.0,1528,56.0,77.73,Kazanacağınız Puan: 66
699,"Madam Bovary (Ciltli, İplik Dikişli)",Gustave Flaubert,KAPRA YAYINCILIK,26/07/2022,Bu üründen 3336 adet satın alınmıştır,389.0,Ciltli,,5.0,60.0,38.0,2985,117.0,29.9,Kazanacağınız Puan: 40
700,Boş Dolaplar,Annie Ernaux,CAN YAYINLARI,05/09/2022,Bu üründen 3584 adet satın alınmıştır,168.0,Karton Kapak,,5.0,61.0,21.0,2362,120.0,53.15,Kazanacağınız Puan: 68
701,Görünmeyen Kadınlar,Dr. Gülseren Budayıcıoğlu,DOĞAN KİTAP,17/08/2023,Bu üründen 1526 adet satın alınmıştır,200.0,Karton Kapak,,5.0,18.0,10.0,608,64.0,87.1,Kazanacağınız Puan: 216
702,Kremlin’in Büyücüsü,Giuliano da Empoli,AYRINTI YAYINLARI,08/11/2023,Bu üründen 47 adet satın alınmıştır,224.0,Karton Kapak,,,,,63,1.0,102.3,Kazanacağınız Puan: 218
703,Karanlıktakiler,Hana Tooke,TİMAŞ GENÇ,07/11/2023,Bu üründen 76 adet satın alınmıştır,384.0,Karton Kapak,,5.0,1.0,1.0,70,9.0,132.28,Kazanacağınız Puan: 264
704,Bukalemunlar Kitabı,Jose Eduardo Agualusa,TİMAŞ YAYINLARI,08/11/2023,Bu üründen 35 adet satın alınmıştır,224.0,Karton Kapak,,,,,61,0.0,107.25,Kazanacağınız Puan: 214
705,Fatih'in Gizli Mabedi,Ahmet Erol,PEGASUS YAYINLARI,08/02/2012,Bu üründen 4871 adet satın alınmıştır,224.0,Karton Kapak,,4.0,181.0,88.0,645,140.0,53.21,Kazanacağınız Puan: 18
706,İnsancıklar,Fyodor Mihailoviç Dostoyevski,CAN YAYINLARI,06/08/2019,Bu üründen 18536 adet satın alınmıştır,184.0,Karton Kapak,,5.0,1439.0,670.0,11222,882.0,44.2,Kazanacağınız Puan: 28
707,Mesnevi (Ciltsiz),Mevlana,PANAMA YAYINCILIK,26/07/2022,Bu üründen 2019 adet satın alınmıştır,616.0,Karton Kapak,,5.0,118.0,52.0,1000,154.0,92.5,Kazanacağınız Puan: 156
708,Iza’nın Şarkısı,Magda Szabo,YAPI KREDİ YAYINLARI,01/08/2023,Bu üründen 5481 adet satın alınmıştır,224.0,Karton Kapak,,5.0,316.0,167.0,2567,259.0,72.1,Kazanacağınız Puan: 60
709,Dorian Gray’in Portresi (Cep Boy) (Tam Metin),Oscar Wilde,KARBON KİTAPLAR,27/11/2019,Bu üründen 6342 adet satın alınmıştır,312.0,Karton Kapak,,5.0,193.0,91.0,1576,165.0,8.9,Kazanacağınız Puan: 8
710,Kuşların ve Yılanların Şarkısı  Açlık Oyunları,Suzanne Collins,DEX KİTAP,21/05/2020,Bu üründen 1879 adet satın alınmıştır,646.0,Karton Kapak,,5.0,109.0,49.0,1040,99.0,220.15,Kazanacağınız Puan: 132
711,Araba Sevdası,Recaizade Mahmut Ekrem,KAPRA YAYINCILIK,21/04/2021,Bu üründen 3814 adet satın alınmıştır,237.0,Karton Kapak,,5.0,53.0,26.0,1186,83.0,14.9,Kazanacağınız Puan: 20
712,Yalın Tutku,Annie Ernaux,CAN YAYINLARI,11/01/2022,Bu üründen 4004 adet satın alınmıştır,56.0,Karton Kapak,,4.0,101.0,44.0,2379,120.0,44.22,Kazanacağınız Puan: 40
713,Batan Güneş,Osamu Dazai,İTHAKİ YAYINLARI,17/08/2023,Bu üründen 661 adet satın alınmıştır,128.0,Karton Kapak,,5.0,20.0,8.0,817,36.0,39.6,Kazanacağınız Puan: 76
714,Göremediğimiz Tüm Işıklar (Ciltli),Anthony Doerr,DİYOJEN YAYINCILIK,27/10/2023,Bu üründen 57 adet satın alınmıştır,576.0,Ciltli,,,,,89,2.0,130.9,Kazanacağınız Puan: 334
715,Yeni Dünya,Sabahattin Ali,YAPI KREDİ YAYINLARI,13/05/2019,Bu üründen 24847 adet satın alınmıştır,124.0,Karton Kapak,,5.0,2188.0,958.0,8955,,17.55,Kazanacağınız Puan: 10
716,Eşekli Kütüphaneci,Fakir Baykurt,LİTERATÜR YAYINLARI,28/09/2023,Bu üründen 7625 adet satın alınmıştır,148.0,Karton Kapak,,5.0,529.0,291.0,2758,236.0,84.18,Kazanacağınız Puan: 58
717,Hasretinden Prangalar Eskittim,Ahmed Arif,METİS YAYINLARI,14/06/2023,Bu üründen 22509 adet satın alınmıştır,184.0,Karton Kapak,,5.0,1641.0,732.0,12323,724.0,79.06,Kazanacağınız Puan: 76
718,Galata'nın Tembel Martısı,Behiç Ak,GÜNIŞIĞI KİTAPLIĞI,07/10/2019,Bu üründen 9722 adet satın alınmıştır,92.0,Karton Kapak,,5.0,214.0,88.0,920,71.0,71.6,Kazanacağınız Puan: 74
719,Dokunmadan,Nermin Yıldırım,HEP KİTAP,15/11/2022,Bu üründen 6711 adet satın alınmıştır,320.0,Karton Kapak,,5.0,504.0,288.0,3716,325.0,79.2,Kazanacağınız Puan: 68
720,Kum Saati,Fatih Tuncay,BİLGİ YAYINEVİ,09/10/2019,Bu üründen 3017 adet satın alınmıştır,128.0,Karton Kapak,,5.0,38.0,17.0,229,29.0,58.65,Kazanacağınız Puan: 62
721,Saç Örgüsü,Laetitia Colombani,YAN PASAJ,15/09/2023,Bu üründen 3714 adet satın alınmıştır,188.0,Karton Kapak,,5.0,103.0,66.0,3048,163.0,82.8,Kazanacağınız Puan: 70
722,İlk Aşk,Ivan Sergeyeviç Turgenyev,KAPRA YAYINCILIK,28/11/2020,Bu üründen 2821 adet satın alınmıştır,94.0,Karton Kapak,,5.0,86.0,43.0,1236,104.0,9.9,Kazanacağınız Puan: 14
723,Sisifos Söyleni,Albert Camus,CAN YAYINLARI,13/04/2021,Bu üründen 2352 adet satın alınmıştır,160.0,Karton Kapak,,5.0,58.0,28.0,1767,100.0,89.7,Kazanacağınız Puan: 80
724,Huzursuzluk,Zülfü Livaneli,İNKILAP KİTABEVİ,16/11/2021,Bu üründen 1507 adet satın alınmıştır,160.0,Karton Kapak,,5.0,27.0,15.0,1426,48.0,81.84,Kazanacağınız Puan: 60
725,Kitap Yiyici,Stephane Malandrin,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,01/10/2023,Bu üründen 80 adet satın alınmıştır,136.0,Karton Kapak,,4.0,3.0,,60,4.0,49.65,Kazanacağınız Puan: 100
726,Gümüş Yayın Tanrısı / Troya 1. Kitap,David Gemmell,İTHAKİ YAYINLARI,08/11/2023,Bu üründen 100 adet satın alınmıştır,416.0,Karton Kapak,,5.0,1.0,,84,5.0,90.0,Kazanacağınız Puan: 270
727,Dul,Jean-Louis Fournier,YAPI KREDİ YAYINLARI,27/06/2022,Bu üründen 2654 adet satın alınmıştır,116.0,Karton Kapak,,5.0,134.0,75.0,2122,126.0,49.5,Kazanacağınız Puan: 44
728,Göçüp Gidenler Koleksiyoncusu,Şermin Yaşar,DOĞAN KİTAP,27/12/2018,Bu üründen 23784 adet satın alınmıştır,168.0,Karton Kapak,,5.0,1671.0,805.0,6294,648.0,81.84,Kazanacağınız Puan: 82
729,Uğultulu Tepeler,Emily Bronte,CAN YAYINLARI,25/09/2019,Bu üründen 30571 adet satın alınmıştır,408.0,Karton Kapak,,5.0,1536.0,779.0,17701,,62.7,Kazanacağınız Puan: 46
730,İnsancıklar,Fyodor Mihailoviç Dostoyevski,KARBON KİTAPLAR,20/02/2019,Bu üründen 8523 adet satın alınmıştır,176.0,Karton Kapak,,5.0,328.0,161.0,2119,251.0,47.4,Kazanacağınız Puan: 34
731,İçimizdeki Şeytan (Cep Boy) (Tam Metin),Sabahattin Ali,KARBON KİTAPLAR,14/05/2019,Bu üründen 17410 adet satın alınmıştır,352.0,Karton Kapak,,5.0,578.0,260.0,3125,341.0,8.9,Kazanacağınız Puan: 8
732,Koleksiyoncu,John Fowles,AYRINTI YAYINLARI,04/10/2022,Bu üründen 6405 adet satın alınmıştır,304.0,Karton Kapak,,5.0,440.0,256.0,6524,390.0,97.92,Kazanacağınız Puan: 110
733,Yeraltından Notlar (Cep Boy) (Tam Metin),Fyodor Mihailoviç Dostoyevski,KARBON KİTAPLAR,15/08/2020,Bu üründen 4048 adet satın alınmıştır,157.0,Karton Kapak,,5.0,58.0,32.0,1179,82.0,8.9,Kazanacağınız Puan: 8
734,Babaya Mektup,Franz Kafka,KAPRA YAYINCILIK,21/12/2020,Bu üründen 2072 adet satın alınmıştır,52.0,Karton Kapak,,5.0,36.0,16.0,985,37.0,14.9,Kazanacağınız Puan: 14
735,Dede Korkut Hikayeleri,Anonim,KAPRA YAYINCILIK,13/01/2021,Bu üründen 6721 adet satın alınmıştır,244.0,Karton Kapak,,5.0,162.0,80.0,917,166.0,14.9,Kazanacağınız Puan: 20
736,Sırça Köşk,Sabahattin Ali,KAPRA YAYINCILIK,13/01/2021,Bu üründen 4036 adet satın alınmıştır,152.0,Karton Kapak,,5.0,61.0,29.0,1240,89.0,12.9,Kazanacağınız Puan: 14
737,Olağanüstü Bir Gece,Stefan Zweig,KAPRA YAYINCILIK,05/02/2021,Bu üründen 2860 adet satın alınmıştır,52.0,Karton Kapak,,4.0,44.0,25.0,1357,73.0,14.9,Kazanacağınız Puan: 14
738,Öteki,Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,24/11/2021,Bu üründen 1779 adet satın alınmıştır,167.0,Karton Kapak,,5.0,36.0,19.0,759,48.0,12.85,Kazanacağınız Puan: 14
739,Kırmızı Pelerin,Dr. Gülseren Budayıcıoğlu,DOĞAN KİTAP,16/11/2022,Bu üründen 3749 adet satın alınmıştır,424.0,Karton Kapak,,5.0,61.0,40.0,1851,181.0,110.9,Kazanacağınız Puan: 230
740,Festergrimm (Karton Kapak),Thomas Taylor,TİMAŞ GENÇ,06/12/2022,Bu üründen 1761 adet satın alınmıştır,320.0,Karton Kapak,,5.0,43.0,27.0,728,85.0,95.7,Kazanacağınız Puan: 114
741,Acaip,Mahir Ünsal Eriş,CAN YAYINLARI,03/10/2023,Bu üründen 237 adet satın alınmıştır,184.0,Karton Kapak,,5.0,8.0,3.0,112,10.0,81.25,Kazanacağınız Puan: 162
742,Enkaz,Kahraman Tazeoğlu,YEDİVEREN YAYINLARI,08/11/2023,Bu üründen 91 adet satın alınmıştır,208.0,Karton Kapak,,5.0,1.0,1.0,52,9.0,79.45,Kazanacağınız Puan: 168
743,Hiçbir Dünyanın Kızı (Karton Kapak),Carissa Broadbent,MARTI YAYINLARI,02/11/2023,Bu üründen 85 adet satın alınmıştır,608.0,Karton Kapak,,5.0,2.0,,94,6.0,97.5,Kazanacağınız Puan: 214
744,Japon Edebiyatının Zevki,Donald Keene,VAKIFBANK KÜLTÜR YAYINLARI,21/11/2023,Bu üründen 22 adet satın alınmıştır,136.0,Karton Kapak,,,,,81,4.0,70.2,Kazanacağınız Puan: 140
745,Huzursuzluğun Kitabı,Fernando Pessoa,CAN YAYINLARI,21/09/2021,Bu üründen 15619 adet satın alınmıştır,675.0,Karton Kapak,,5.0,941.0,390.0,13008,,123.5,Kazanacağınız Puan: 104
746,Çankaya (Ciltli - Özel Baskı Büyük Boy),Falih Rıfkı Atay,POZİTİF YAYINLARI,06/09/2023,Bu üründen 2630 adet satın alınmıştır,560.0,Ciltli,,5.0,153.0,83.0,1487,148.0,177.9,Kazanacağınız Puan: 188
747,Unutma Beni Apartmanı,Nermin Yıldırım,HEP KİTAP,03/02/2022,Bu üründen 4083 adet satın alınmıştır,424.0,Karton Kapak,,5.0,242.0,134.0,2341,157.0,99.0,Kazanacağınız Puan: 78
748,Özgürlüğün Fecri,Abdullah Galib Bergusi,EKİN YAYINLARI,06/12/2021,Bu üründen 2997 adet satın alınmıştır,136.0,Karton Kapak,,5.0,188.0,108.0,956,90.0,75.0,Kazanacağınız Puan: 72
749,Genç Werther'in Acıları (Cep Boy) (Tam Metin),Johann Wolfgang Goethe,KARBON KİTAPLAR,15/05/2019,Bu üründen 12162 adet satın alınmıştır,144.0,Karton Kapak,,5.0,469.0,211.0,2392,293.0,8.9,Kazanacağınız Puan: 8
750,Mahur Beste,Ahmet Hamdi Tanpınar,DERGAH YAYINLARI,03/11/2023,Bu üründen 10663 adet satın alınmıştır,168.0,Karton Kapak,,5.0,822.0,386.0,6363,561.0,120.0,Kazanacağınız Puan: 86
751,Olmayan Ülke,Ahmet Ümit,YAPI KREDİ YAYINLARI,08/10/2021,Bu üründen 7238 adet satın alınmıştır,148.0,Karton Kapak,,5.0,147.0,69.0,1618,105.0,92.4,Kazanacağınız Puan: 46
752,Filistin,Abdullah Galib Bergusi,EKİN YAYINLARI,05/08/2021,Bu üründen 1046 adet satın alınmıştır,120.0,Karton Kapak,,5.0,48.0,29.0,449,49.0,75.0,Kazanacağınız Puan: 76
753,İvan İlyiç’in Ölümü,Lev N. Tolstoy,KAPRA YAYINCILIK,28/11/2020,Bu üründen 5288 adet satın alınmıştır,80.0,Karton Kapak,,5.0,169.0,83.0,2138,176.0,19.04,Kazanacağınız Puan: 14
754,İntibah,Namık Kemal,KAPRA YAYINCILIK,19/11/2021,Bu üründen 1827 adet satın alınmıştır,152.0,Karton Kapak,,5.0,28.0,13.0,559,40.0,12.88,Kazanacağınız Puan: 14
755,Pandora’nın Kutusu,Osamu Dazai,İTHAKİ YAYINLARI,16/11/2023,Bu üründen 3454 adet satın alınmıştır,144.0,Karton Kapak,,5.0,61.0,29.0,3848,180.0,43.2,Kazanacağınız Puan: 56
756,Tavuk Bacaklı Ev,Sophie Anderson,TİMAŞ GENÇ,08/05/2023,Bu üründen 1085 adet satın alınmıştır,304.0,Karton Kapak,,5.0,17.0,11.0,757,49.0,85.8,Kazanacağınız Puan: 144
757,Kalpsizler,Kerilynn Wilson,TİMAŞ GENÇ,14/06/2023,Bu üründen 692 adet satın alınmıştır,304.0,Ciltli,,5.0,14.0,11.0,604,49.0,181.5,Kazanacağınız Puan: 328
758,Mektub,Paulo Coelho,CAN YAYINLARI,05/09/2023,Bu üründen 1422 adet satın alınmıştır,200.0,Karton Kapak,,4.0,16.0,9.0,1266,97.0,77.5,Kazanacağınız Puan: 168
759,Komiser Muharrem Baltalı Hano’nun Peşinde,Mehmet Işık,YAKA YAYINLARI,28/09/2023,Bu üründen 238 adet satın alınmıştır,336.0,Karton Kapak,,5.0,44.0,43.0,59,32.0,78.65,Kazanacağınız Puan: 158
760,İnsan Nedir?,Mark Twain,KAPRA YAYINCILIK,06/10/2023,Bu üründen 172 adet satın alınmıştır,112.0,Karton Kapak,,5.0,1.0,,96,5.0,15.23,Kazanacağınız Puan: 30
761,Kabil’in Çene Kemiği,Torquemada,OLİMPOS YAYINLARI,16/10/2023,Bu üründen 129 adet satın alınmıştır,216.0,Karton Kapak,,5.0,1.0,,80,5.0,84.5,Kazanacağınız Puan: 212
762,Memento Mori,Muriel Spark,SİREN YAYINLARI,26/10/2023,Bu üründen 82 adet satın alınmıştır,232.0,Karton Kapak,,5.0,2.0,1.0,98,7.0,111.6,Kazanacağınız Puan: 232
763,Başkasının Ayakkabısı,Jojo Moyes,DEX KİTAP,24/11/2023,Bu üründen 29 adet satın alınmıştır,408.0,Karton Kapak,,,,,117,4.0,151.13,Kazanacağınız Puan: 302
764,Ya Tahammül Ya Sefer,Mustafa Kutlu,DERGAH YAYINLARI,01/02/2013,Bu üründen 33688 adet satın alınmıştır,124.0,Karton Kapak,,5.0,1793.0,757.0,7845,838.0,63.35,Kazanacağınız Puan: 34
765,Görme Biçimleri,John Berger,METİS YAYINLARI,16/05/2019,Bu üründen 13869 adet satın alınmıştır,166.0,Karton Kapak,,4.0,734.0,308.0,7102,615.0,74.66,Kazanacağınız Puan: 70
766,Güneşi Uyandıralım,Jose Mauro De Vasconcelos,CAN YAYINLARI,06/08/2019,Bu üründen 72377 adet satın alınmıştır,272.0,Karton Kapak,,5.0,4540.0,1979.0,30263,,105.6,Kazanacağınız Puan: 66
767,Bütün Şiirleri / Sabahattin Ali,Sabahattin Ali,YAPI KREDİ YAYINLARI,29/07/2020,Bu üründen 18551 adet satın alınmıştır,161.0,Karton Kapak,,5.0,1595.0,728.0,7541,743.0,23.98,Kazanacağınız Puan: 20
768,Gençlerle Başbaşa,Ord. Prof. Dr. Ali Fuad Başgil,YAĞMUR YAYINLARI,11/03/2021,Bu üründen 58531 adet satın alınmıştır,80.0,Karton Kapak,,5.0,1869.0,935.0,3555,556.0,24.5,Kazanacağınız Puan: 22
769,Kabil,Jose Saramago,KIRMIZI KEDİ YAYINEVİ,05/05/2023,Bu üründen 11853 adet satın alınmıştır,140.0,Karton Kapak,,4.0,1193.0,570.0,5716,603.0,82.2,Kazanacağınız Puan: 28
770,Ölü Ozanlar Derneği,N. H. Kleinbaum,BİLGE KÜLTÜR SANAT,21/10/2022,Bu üründen 20281 adet satın alınmıştır,136.0,Karton Kapak,,5.0,1238.0,591.0,3460,214.0,49.3,Kazanacağınız Puan: 42
771,Kumarbaz (Cep Boy) (Tam Metin),Fyodor Mihailoviç Dostoyevski,KARBON KİTAPLAR,24/05/2019,Bu üründen 12588 adet satın alınmıştır,220.0,Karton Kapak,,5.0,338.0,170.0,2243,253.0,8.9,Kazanacağınız Puan: 8
772,"İşin Aslı, Judit ve Sonrası",Sandor Marai,YAPI KREDİ YAYINLARI,19/09/2023,Bu üründen 1944 adet satın alınmıştır,308.0,Karton Kapak,,5.0,94.0,39.0,1391,106.0,148.5,Kazanacağınız Puan: 50
773,Alice Harikalar Diyarında,Lewis Carroll,KAPRA YAYINCILIK,28/11/2020,Bu üründen 5233 adet satın alınmıştır,104.0,Karton Kapak,,5.0,94.0,43.0,1297,105.0,9.9,Kazanacağınız Puan: 14
